"Title","Class","Show","Date","Lives at","ZM page","Video live","Transcript","Socials posted","Clips made","Needs publish","Notes"
"Wave warz ep 7 pr0ft vs jed xo sponsored by swamp support","live","X Spaces","2024-07-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-07-29-space-wave-warz-ep-7-pr0ft-vs-jed-xo-sponsored-by-swam/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO afternoon space giveth projects and student loanz and music","live","X Spaces","2024-07-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-07-10-space-zao-afternoon-space-giveth-projects-and-student/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Defi space donkeys web 3 problem solving mtgx COC at liquidnftmarket","live","X Spaces","2024-07-01","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-07-01-space-defi-space-donkeys-web-3-problem-solving-mtgx-co/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC walk in open mic come talk with us sponsor montage","live","X Spaces","2024-06-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-29-space-web3-coc-walk-in-open-mic-come-talk-with-us-spon/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3coc ft WaveWarZ carbon counting clubsponsor montage token","live","X Spaces","2024-06-28","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-28-space-web3coc-ft-wavewarz-carbon-counting-clubsponsor/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Defi space donkeys club pre rich AMA at dfspacedonkeys mtgx COC","live","X Spaces","2024-06-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-26-space-defi-space-donkeys-club-pre-rich-ama-at-dfspaced/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ episode 6 losi vs grlkrash","live","X Spaces","2024-06-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-24-space-wavewarz-episode-6-losi-vs-grlkrash/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Strange questions 420 preparty positivity COC mtgx","live","X Spaces","2024-06-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-24-space-strange-questions-420-preparty-positivity-coc-mt/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Wave warz open mic come vibe out with zaal and hurricane","live","X Spaces","2024-06-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-23-space-wave-warz-open-mic-come-vibe-out-with-zaal-and-h/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3coc ft herobotdarkers sol the ZAO sponsor montage token","live","X Spaces","2024-06-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-21-space-web3coc-ft-herobotdarkers-sol-the-zao-sponsor-mo/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO morning show","live","X Spaces","2024-06-20","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-20-space-zao-morning-show/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"420 and positivity late night fun mtgx COC","live","X Spaces","2024-06-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-18-space-420-and-positivity-late-night-fun-mtgx-coc/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Liquid platform launching at liquidnftmarket at dfspacedonkeys mtgx COC","live","X Spaces","2024-06-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-14-space-liquid-platform-launching-at-liquidnftmarket-at/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Its tricky buddha from defi space donkeys mtgx COC","live","X Spaces","2024-06-12","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-12-space-its-tricky-buddha-from-defi-space-donkeys-mtgx-c/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Tricky web 3 AMA share space at dfspacedonkeys club COC mtgx","live","X Spaces","2024-06-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-10-space-tricky-web-3-ama-share-space-at-dfspacedonkeys-c/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC community walk in","live","X Spaces","2024-06-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-08-space-web3-coc-community-walk-in/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO floral friday morning show drsgme celtics in 4 hydro homies","live","X Spaces","2024-06-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-07-space-zao-floral-friday-morning-show-drsgme-celtics-in/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"NFT tutorial space ZAO cmotm","live","X Spaces","2024-06-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-07-space-nft-tutorial-space-zao-cmotm/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO morning show drsgme","live","X Spaces","2024-06-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-06-space-zao-morning-show-drsgme/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO afternoon show celtics in 4 drsgme rk live tomorrow","live","X Spaces","2024-06-06","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-06-space-zao-afternoon-show-celtics-in-4-drsgme-rk-live-t/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO morning show","live","X Spaces","2024-06-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-05-space-zao-morning-show/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO morning show nifty island and drsgme","live","X Spaces","2024-06-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-05-space-zao-morning-show-nifty-island-and-drsgme/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Smoke and chill with tricky friends at dfspacedonkeys club COC mtgx","live","X Spaces","2024-06-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-05-space-smoke-and-chill-with-tricky-friends-at-dfspacedo/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ episode 5 smoke wavy vs gneric","live","X Spaces","2024-06-03","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-03-space-wavewarz-episode-5-smoke-wavy-vs-gneric/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 l COC community walk in part deux","live","X Spaces","2024-06-01","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-06-01-space-web3-l-coc-community-walk-in-part-deux/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Digibilly x ear candi x ZAO music","live","X Spaces","2024-05-31","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-31-space-digibilly-x-ear-candi-x-zao-music/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Wave warz ep4 drook vs kendrook race to raydium","live","X Spaces","2024-05-20","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-20-space-wave-warz-ep4-drook-vs-kendrook-race-to-raydium/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Tricky buddha from defi space donkeys positive vibes only COC mtgx","live","X Spaces","2024-05-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-14-space-tricky-buddha-from-defi-space-donkeys-positive-v/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Lets talk about web 3 ep 14 building in public ohnahji x ZAO music","live","X Spaces","2024-05-14","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-14-space-lets-talk-about-web-3-ep-14-building-in-public-o/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Wave warz ep 3 clejan vs zadan","live","X Spaces","2024-05-13","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-13-space-wave-warz-ep-3-clejan-vs-zadan/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Love web 3 join defi space donkeys COC mtgxdragonjuiceelixircom","live","X Spaces","2024-05-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-10-space-love-web-3-join-defi-space-donkeys-coc-mtgxdrago/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Good vibes and web 3 COC mtgx dragonjuiceelixircom","live","X Spaces","2024-05-08","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-08-space-good-vibes-and-web-3-coc-mtgx-dragonjuiceelixirc/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Music smoke good vibes mtgx COC dje dfsd","live","X Spaces","2024-05-07","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-07-space-music-smoke-good-vibes-mtgx-coc-dje-dfsd/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Tricky chill funday sunday mtgx COC dragonjuiceelixircom","live","X Spaces","2024-05-05","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-05-05-space-tricky-chill-funday-sunday-mtgx-coc-dragonjuicee/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft bitrivals cipherpunks asliceofpi update alpha","live","X Spaces","2024-04-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-04-26-space-web3-coc-ft-bitrivals-cipherpunks-asliceofpi-upd/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3coc walk in grab a mic join us sponsor vanilla biscuit","live","X Spaces","2024-04-13","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-04-13-space-web3coc-walk-in-grab-a-mic-join-us-sponsor-vanil/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft hangry animals chet chewsday last day to get a chet","live","X Spaces","2024-04-09","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-04-09-space-web3-coc-ft-hangry-animals-chet-chewsday-last-da/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Lets talk about web 3 ep 10 NFT nyc recap ZAO palooza open mic","live","X Spaces","2024-04-09","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-04-09-space-lets-talk-about-web-3-ep-10-nft-nyc-recap-zao-pa/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO-PALOOZA (April 2024)","community","ZAO Festivals","2024-04-03","YouTube + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-04-03-zao-palooza/","YES","NO","NO","NO","NO",""
"Web3 music COC ft zaal ZAO palooza nftnyc preview","live","X Spaces","2024-03-30","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-30-space-web3-music-coc-ft-zaal-zao-palooza-nftnyc-previe/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ ep 2","live","X Spaces","2024-03-25","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-25-space-wavewarz-ep-2/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO palooza open mic","live","X Spaces","2024-03-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-24-space-zao-palooza-open-mic/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO palooza open mic 2","live","X Spaces","2024-03-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-24-space-zao-palooza-open-mic-2/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Wave warz ep2 ETH vs sol before at attabotty vs at jackmxller","live","X Spaces","2024-03-24","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-24-space-wave-warz-ep2-eth-vs-sol-before-at-attabotty-vs/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC web3 music space kailani louie c rhymes guests","live","X Spaces","2024-03-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-23-space-web3-coc-web3-music-space-kailani-louie-c-rhymes/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Adding ZAO music to my nifty island tap in and share a song","live","X Spaces","2024-03-22","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-22-space-adding-zao-music-to-my-nifty-island-tap-in-and-s/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"ZAO palooza on nifty island come tap in for 20 mins before edens song","live","X Spaces","2024-03-21","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-21-space-zao-palooza-on-nifty-island-come-tap-in-for-20-m/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft hangry animals chet chewsday community meat up","live","X Spaces","2024-03-19","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-19-space-web3-coc-ft-hangry-animals-chet-chewsday-communi/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC community walk in join us and grab ahangryanimals","live","X Spaces","2024-03-16","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-16-space-web3-coc-community-walk-in-join-us-and-grab-ahan/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft ugly duck society calf token trees","live","X Spaces","2024-03-15","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-15-space-web3-coc-ft-ugly-duck-society-calf-token-trees/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft defi space donkeys knuckle bunny death squad","live","X Spaces","2024-03-02","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-03-02-space-web3-coc-ft-defi-space-donkeys-knuckle-bunny-dea/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Lets talk about web 35 w at ohnahji WaveWarZ recap and music in web3","live","X Spaces","2024-02-27","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-02-27-space-lets-talk-about-web-35-w-at-ohnahji-wavewarz-rec/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"WaveWarZ 1 at hurric4n3ike vs at jangouuforever","live","X Spaces","2024-02-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-02-26-space-wavewarz-1-at-hurric4n3ike-vs-at-jangouuforever/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Office hours WaveWarZ pregame ETH denver itan irl","live","X Spaces","2024-02-26","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-02-26-space-office-hours-wavewarz-pregame-eth-denver-itan-ir/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft gnar father zillionaire goats club web3 AMA","live","X Spaces","2024-02-23","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-02-23-space-web3-coc-ft-gnar-father-zillionaire-goats-club-w/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Wave warz rehearsal space","live","X Spaces","2024-02-18","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2024-02-18-space-wave-warz-rehearsal-space/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 community walk incoc ft open mic sponsor meta builders","live","X Spaces","2023-12-30","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2023-12-30-space-web3-community-walk-incoc-ft-open-mic-sponsor-me/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 music COC ft bettercallzaal guests sponsor meta builders","live","X Spaces","2023-12-29","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2023-12-29-space-web3-music-coc-ft-bettercallzaal-guests-sponsor/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft jadyn violet music NFTs sponsor meta builders","live","X Spaces","2023-11-10","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2023-11-10-space-web3-coc-ft-jadyn-violet-music-nfts-sponsor-meta/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Web3 COC ft z talent zeeet sponsor meta builders","live","X Spaces","2023-10-28","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/2023-10-28-space-web3-coc-ft-z-talent-zeeet-sponsor-meta-builders/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
"Tricky from defi spacedonkeys dragonjuiceelixircom mtgxcoc","live","X Spaces","","Audio + ZM","https://bettercallzaal.github.io/zao-media/appearances/-space-tricky-from-defi-spacedonkeys-dragonjuiceelixirc/","NO","NO","NO","NO","NO","auto-logged from spaces sweep"
